,model_configurations,rmse,mape,R,elapsed_time
0,"[10, 5]",0.1595045261370027,6337868326663.179,0.7121478460033409,0.7451019287109375
1,"[20, 10]",0.14275319234991155,4710394897783.328,0.750840191283149,0.7471175193786621
2,"[50, 20]",0.12274563482806966,4302320217812.9434,0.7691719411302101,5.697079181671143
3,"[100, 50]",0.11761858531627988,4370512235245.914,0.7599632939298115,0.887263298034668
4,"[200, 100]",0.11616237284387251,4222202464206.6777,0.7742405558447562,0.829648494720459
