,model_configurations,rmse,mape,R,elapsed_time
0,"[10, 5]",0.13853530669539865,4748834323122.048,0.620611359049539,0.7182202816009522
1,"[20, 10]",0.12816173890050603,4270241689780.4795,0.6757671942269786,0.7098249197006226
2,"[50, 20]",0.11809982677005737,3955423819666.7085,0.7349668056435923,1.2376418352127074
3,"[100, 50]",0.11517651989046944,4037046735068.3916,0.7482418370463484,0.8128691196441651
4,"[200, 100]",0.11291292400088855,3923839073745.1313,0.7619262319559381,0.7906493902206421
