,0
0,0.742580749446314
1,0.7476001582501951
2,0.7534222035233156
3,0.7283489023183743
4,0.7061823527372124
5,0.7691719411302101
6,0.7024537935156084
7,0.753021336367414
8,0.7374377921582229
9,0.7094488269890559
