loss,val_loss
0.18412765860557556,0.10700155049562454
0.04184548556804657,0.02766668237745762
0.018807362765073776,0.01523201446980238
0.01316741667687893,0.013729605823755264
0.01072138361632824,0.012568306177854538
0.009098755195736885,0.011163165792822838
0.007820540107786655,0.009697879664599895
0.006752003915607929,0.008433983661234379
0.005849175620824099,0.007363276556134224
0.005078759044408798,0.006461089476943016
0.0044044191017746925,0.005683098454028368
0.0037853699177503586,0.004938795696943998
0.0031886158976703882,0.004181440453976393
0.0026142732240259647,0.003462565364316106
0.0020851606968790293,0.0027957751881331205
0.001631281920708716,0.002228447701781988
0.0012747832806780934,0.0017877693753689528
0.001015041139908135,0.0014536110684275627
0.0008321392233483493,0.0012127585941925645
0.00070057442644611,0.001034705201163888
0.0006002705194987357,0.0008934247889555991
0.0005191723466850817,0.0007793699041940272
0.00045085063902661204,0.0006800416740588844
0.0003915452107321471,0.0005941371200606227
0.0003392108774278313,0.0005147134652361274
0.00029288383666425943,0.00044345398782752454
0.0002517706307116896,0.0003785253211390227
0.00021550647215917706,0.0003209971182513982
0.00018376241496298462,0.00027185570797882974
0.00015619926853105426,0.00023031829914543778
0.0001324658514931798,0.0001925464894156903
0.00011233331315452233,0.0001619689865037799
9.539470192976296e-05,0.00013609149027615786
8.124551823129877e-05,0.00011651933164102957
6.95213457220234e-05,0.00010020891932072118
5.98909828113392e-05,8.670366514706984e-05
5.2078510634601116e-05,7.652352360310033e-05
4.5812161260982975e-05,6.85638515278697e-05
4.0841143345460296e-05,6.214761378942057e-05
3.694633414852433e-05,5.7184737670468166e-05
3.3900483686011285e-05,5.3307921916712075e-05
3.155553713440895e-05,5.0343136535957456e-05
2.973457048938144e-05,4.7939931391738355e-05
2.833435792126693e-05,4.617884405888617e-05
2.723964826145675e-05,4.467607141123153e-05
2.6379171686130576e-05,4.3504587665665895e-05
2.5701454433146864e-05,4.2571729863993824e-05
2.5174203983624466e-05,4.206190351396799e-05
2.4758157451287843e-05,4.1461640648776665e-05
2.4422502974630333e-05,4.0990325942402706e-05
2.4152415790013038e-05,4.033244476886466e-05
2.3928489099489525e-05,4.0041206375462934e-05
2.374117320869118e-05,3.9819969970267266e-05
2.3589089323650114e-05,3.944304626202211e-05
2.346212204429321e-05,3.927613943233155e-05
2.3346630769083276e-05,3.909680526703596e-05
2.3258959117811173e-05,3.889018626068719e-05
2.3165996026364155e-05,3.881051088683307e-05
2.3128541215555742e-05,3.878214556607418e-05
2.3046050046104938e-05,3.8905811379663646e-05
2.2985293981037103e-05,3.857046249322593e-05
2.2950021957512945e-05,3.847299740300514e-05
2.2913938664714806e-05,3.848558117169887e-05
2.2864091079100035e-05,3.863900565193035e-05
2.2845199055154808e-05,3.8515179767273366e-05
2.2812444512965158e-05,3.838407064904459e-05
2.2757143597118556e-05,3.845910032396205e-05
2.2746795366401784e-05,3.81571298930794e-05
2.271425910294056e-05,3.8184844015631825e-05
2.2688447643304244e-05,3.808272231253795e-05
2.2658021407551132e-05,3.803203799179755e-05
2.2674772480968386e-05,3.8035272154957056e-05
2.2637083020526916e-05,3.824934901786037e-05
2.26296360779088e-05,3.801329876296222e-05
2.259288521599956e-05,3.8029142160667107e-05
2.258106724184472e-05,3.802826176979579e-05
2.2557318516192026e-05,3.817560718744062e-05
2.254636274301447e-05,3.795027078012936e-05
2.2533844457939267e-05,3.796232704189606e-05
2.25366820814088e-05,3.7878635339438915e-05
2.25044150283793e-05,3.7829100620001554e-05
2.2488027752842754e-05,3.7907531805103645e-05
2.249103636131622e-05,3.788661342696287e-05
2.24648119910853e-05,3.803063736995682e-05
2.2459671527030878e-05,3.793170617427677e-05
2.2453823476098478e-05,3.7791658542118967e-05
2.2441221517510712e-05,3.786617890000343e-05
2.2427686417358927e-05,3.7783705920446664e-05
2.241538641101215e-05,3.7712892662966624e-05
2.2431408069678582e-05,3.772240597754717e-05
2.2395079213310964e-05,3.771773481275886e-05
2.240192588942591e-05,3.7828649510629475e-05
2.2376032575266436e-05,3.771238698391244e-05
2.2357238776749e-05,3.7776288081659004e-05
2.2368363715941086e-05,3.784598084166646e-05
2.233693521702662e-05,3.77605356334243e-05
2.234982639492955e-05,3.7787183828186244e-05
2.2338954295264557e-05,3.7744877772638574e-05
2.234094063169323e-05,3.7729190808022395e-05
2.2320597054203972e-05,3.799369733314961e-05
2.233444683952257e-05,3.772884520003572e-05
2.229950769105926e-05,3.77256546926219e-05
2.230479003628716e-05,3.774190918193199e-05
2.2289363187155686e-05,3.7789144698763266e-05
2.2288235413725488e-05,3.777853635256179e-05
2.2267646272666752e-05,3.770178955164738e-05
2.226457218057476e-05,3.7661015085177496e-05
2.226820470241364e-05,3.779156395466998e-05
2.226496690127533e-05,3.767325324588455e-05
2.2276861272985116e-05,3.769593240576796e-05
2.2237918528844602e-05,3.8016085454728454e-05
2.2227002773433924e-05,3.772556010517292e-05
2.223849151050672e-05,3.7745852750958875e-05
2.223263800260611e-05,3.7654335756087676e-05
2.222501098003704e-05,3.765385554288514e-05
2.220750138803851e-05,3.76786119886674e-05
2.2205611458048224e-05,3.760472827707417e-05
2.2195763449417427e-05,3.783942884183489e-05
2.2200332750799134e-05,3.761287371162325e-05
2.219146153947804e-05,3.762296910281293e-05
2.221518116130028e-05,3.75916097254958e-05
2.217117253167089e-05,3.7675301427952945e-05
2.218907502538059e-05,3.774459764827043e-05
2.2161042579682544e-05,3.769031536648981e-05
2.2180038286023773e-05,3.764939901884645e-05
2.2168711439007893e-05,3.760368053917773e-05
2.215951644757297e-05,3.762184132938273e-05
2.216378561570309e-05,3.7630081351380795e-05
2.2176287529873662e-05,3.759647370316088e-05
2.214570668002125e-05,3.757787635549903e-05
2.215738277300261e-05,3.754533099709079e-05
2.2147489289636724e-05,3.755358557100408e-05
2.2136537154437974e-05,3.774927608901635e-05
2.212725485151168e-05,3.7850066291866824e-05
2.2142592570162378e-05,3.7812726077390835e-05
2.213167135778349e-05,3.773732532863505e-05
2.212260187661741e-05,3.756526712095365e-05
2.2115074898465537e-05,3.7567748222500086e-05
2.2134803657536395e-05,3.750445830519311e-05
2.2115063984529115e-05,3.753465716727078e-05
2.212020081060473e-05,3.7777135730721056e-05
2.2110207282821648e-05,3.79596785933245e-05
2.2106185497250408e-05,3.75967392756138e-05
2.210754610132426e-05,3.7682093534385785e-05
2.2102192815509625e-05,3.754714271053672e-05
2.209783451689873e-05,3.764805296668783e-05
2.2113041268312372e-05,3.751395342987962e-05
2.210269849456381e-05,3.754858335014433e-05
2.2089130652602762e-05,3.7514462746912614e-05
2.208288060501218e-05,3.779404505621642e-05
2.2105912648839876e-05,3.783767897402868e-05
2.208605656051077e-05,3.751993062905967e-05
2.2094287487561814e-05,3.7833517126273364e-05
2.2084705051383935e-05,3.776352241402492e-05
2.2078309484641068e-05,3.774951983359642e-05
2.2075982997193933e-05,3.747359733097255e-05
2.2068643374950625e-05,3.7501187762245536e-05
2.206928184023127e-05,3.765477958950214e-05
2.207171928603202e-05,3.748201925191097e-05
2.206084354838822e-05,3.751981057575904e-05
2.2066828023525886e-05,3.761730476981029e-05
2.2072987121646293e-05,3.753125201910734e-05
2.205418422818184e-05,3.7527272070292383e-05
2.2051846826798283e-05,3.7492722185561433e-05
