loss,val_loss
0.001319793052971363,0.000188731835805811
8.554504165658727e-05,0.00010625869617797434
5.0767666834872216e-05,7.608529267599806e-05
3.8651392969768494e-05,6.310101161943749e-05
3.3832948247436434e-05,5.695597792509943e-05
3.123864371445961e-05,5.2662107918877155e-05
2.9498150979634374e-05,5.023913399782032e-05
2.819744622684084e-05,4.8157638957491145e-05
2.720138945733197e-05,4.6650391595903784e-05
2.6369896659161896e-05,4.5377299102256075e-05
2.5695082513266243e-05,4.428344618645497e-05
2.5107581677730195e-05,4.341634485172108e-05
2.460916766722221e-05,4.2568331991788e-05
2.419065458525438e-05,4.1792842239374295e-05
2.3818356567062438e-05,4.133633046876639e-05
2.3506612706114538e-05,4.048389382660389e-05
2.320072235306725e-05,3.998352258349769e-05
2.2945388991502114e-05,4.0018639992922544e-05
2.273684185638558e-05,3.9318583731073886e-05
2.2516365788760595e-05,3.909736551577225e-05
2.2294778318610042e-05,3.845349056064151e-05
2.2072235879022628e-05,3.8216141547309235e-05
2.1920785002293997e-05,3.7907804653514177e-05
2.1741694581578486e-05,3.789921902352944e-05
2.1593163182842545e-05,3.726054274011403e-05
2.147590566892177e-05,3.707189534907229e-05
2.128965934389271e-05,3.66689455404412e-05
2.1171659682295285e-05,3.652430677902885e-05
2.1105863197590224e-05,3.6165925848763436e-05
2.0995077647967264e-05,3.586536331567913e-05
2.0828367269132286e-05,3.6111625377088785e-05
2.0775960365426727e-05,3.576773451641202e-05
2.066082197416108e-05,3.522440238157287e-05
2.0602152289939113e-05,3.535879295668565e-05
2.0521538317552768e-05,3.523092163959518e-05
2.0434168618521653e-05,3.4974469599546865e-05
2.0355193555587903e-05,3.535526411724277e-05
2.0266836145310663e-05,3.4939155739266425e-05
2.027458685915917e-05,3.491090683382936e-05
2.0153898731223308e-05,3.439046849962324e-05
2.0095518266316503e-05,3.4192707971669734e-05
1.9974639144493267e-05,3.421602013986558e-05
1.9939128833357245e-05,3.427253614063375e-05
1.9890683688572608e-05,3.398791159270331e-05
1.9849103409796953e-05,3.4139506169594824e-05
1.9795244952547364e-05,3.4039396268781275e-05
1.9710954802576452e-05,3.3836473448900506e-05
1.9674109353218228e-05,3.3583768527023494e-05
1.9660530597320758e-05,3.347185702295974e-05
1.9608518414315768e-05,3.3581978641450405e-05
1.9558839994715527e-05,3.331654806970619e-05
1.9488958059810102e-05,3.330751133034937e-05
1.9464068827801384e-05,3.315052163088694e-05
1.9485163647914305e-05,3.366242890479043e-05
1.9414765120018274e-05,3.312385888420977e-05
1.9339047867106274e-05,3.308326631668024e-05
1.9294579033157788e-05,3.316259608254768e-05
1.926303048094269e-05,3.276862116763368e-05
1.923004128911998e-05,3.279443262727e-05
1.919250462378841e-05,3.2577016099821776e-05
1.916929250000976e-05,3.2969786843750626e-05
1.9158102077199146e-05,3.267066858825274e-05
1.909669481392484e-05,3.2807463867357e-05
