,0
0,5401694763458.408
1,4109882276689.81
2,6413911671983.792
3,5285120119484.1
4,4939113363906.258
5,4584123432161.47
6,3109539135888.16
7,5085431147445.799
8,4455773228557.141
9,6125973316184.327
