loss,val_loss
0.0007679706905037165,0.0002788207202684134
0.00013799207226838917,0.00018441330757923424
9.846169996308163e-05,0.00015114957932382822
7.735844701528549e-05,0.0001251224020961672
6.264339754125103e-05,0.0001041564391925931
5.198861254029907e-05,8.889049786375836e-05
4.434154470800422e-05,7.747727067908272e-05
3.9051468775141984e-05,6.840408605057746e-05
3.5400014894548804e-05,6.241770461201668e-05
3.270665547461249e-05,5.857550786458887e-05
3.063263648073189e-05,5.597877316176891e-05
2.905590008595027e-05,5.209237860981375e-05
2.7760233933804557e-05,4.928992348141037e-05
2.6678526410250925e-05,4.7145422286121175e-05
2.5787698177737184e-05,4.4952015741728246e-05
2.5022984118550085e-05,4.3710984755307436e-05
2.439031595713459e-05,4.2048824980156496e-05
2.3842603695811704e-05,4.1112416511168703e-05
2.3365564629784785e-05,3.99050913983956e-05
2.2954613086767495e-05,3.906201527570374e-05
2.2612721295445226e-05,3.858810305246152e-05
2.2262262064032257e-05,3.7864501791773364e-05
2.2015014110365883e-05,3.7482575862668455e-05
2.176589987357147e-05,3.703546826727688e-05
2.1525478587136604e-05,3.647354242275469e-05
2.1323367036529817e-05,3.62994396709837e-05
2.114116978191305e-05,3.5634457162814215e-05
2.097712604154367e-05,3.5766654036706313e-05
2.0810008209082298e-05,3.5521414247341454e-05
2.0667050193878822e-05,3.4942910133395344e-05
2.0565699742292054e-05,3.5331788240000606e-05
2.0414265236468054e-05,3.4807999327313155e-05
2.0293482521083206e-05,3.432748781051487e-05
2.017944643739611e-05,3.432347875786945e-05
2.010111893469002e-05,3.410401041037403e-05
2.0010471416753717e-05,3.4419907024130225e-05
1.9930701455450617e-05,3.387302058399655e-05
1.9839008018607274e-05,3.371800994500518e-05
1.974374390556477e-05,3.3478303521405905e-05
1.968881224456709e-05,3.332402411615476e-05
1.958317261596676e-05,3.335927613079548e-05
1.953172431967687e-05,3.336472946102731e-05
1.945637268363498e-05,3.315621870569885e-05
1.939752655744087e-05,3.346536686876789e-05
1.9300903659313917e-05,3.273979382356629e-05
1.923474519571755e-05,3.291704706498422e-05
1.917555528052617e-05,3.2347750675398856e-05
1.916341898322571e-05,3.241459126002155e-05
1.9068529582000338e-05,3.215100150555372e-05
1.9046932720812038e-05,3.235937037970871e-05
1.9008575691259466e-05,3.2344363717129454e-05
1.896325011330191e-05,3.2076863135444e-05
1.8907212506746873e-05,3.194008968421258e-05
1.888076076284051e-05,3.1902880436973646e-05
1.8823591744876467e-05,3.182020373060368e-05
1.8841934434021823e-05,3.19069622491952e-05
1.875778252724558e-05,3.1828276405576617e-05
1.8719914805842564e-05,3.16824261972215e-05
1.873816472652834e-05,3.1891675462247804e-05
1.872494613053277e-05,3.156304228468798e-05
1.8649552657734603e-05,3.155357626383193e-05
1.8641172573552467e-05,3.148711039102636e-05
1.8610104234539904e-05,3.134357393719256e-05
1.8579959942144342e-05,3.142017521895468e-05
1.8537943105911836e-05,3.121794361504726e-05
1.8538597942097113e-05,3.137203384540044e-05
1.8489983631297946e-05,3.147737152175978e-05
1.849274485721253e-05,3.119682151009329e-05
1.8510932932258584e-05,3.1100102205527946e-05
1.8457403712091036e-05,3.096870568697341e-05
1.8443741282681003e-05,3.1333645893028006e-05
1.8393531718174927e-05,3.101601032540202e-05
1.837500349211041e-05,3.08947783196345e-05
1.836553383327555e-05,3.101397305727005e-05
1.833452915889211e-05,3.08390190184582e-05
1.8312153770239092e-05,3.080299939028919e-05
1.8343005649512634e-05,3.09244824165944e-05
1.8313508917344734e-05,3.0749164579901844e-05
1.829436223488301e-05,3.0747349228477105e-05
1.8281032680533826e-05,3.111443220404908e-05
1.8247928892378695e-05,3.082433249801397e-05
1.8238864868180826e-05,3.0606650398112833e-05
1.8204484149464406e-05,3.0687544494867325e-05
1.8209058907814324e-05,3.047959035029635e-05
1.8180711776949465e-05,3.060938252019696e-05
1.8169870600104332e-05,3.053726686630398e-05
1.8176693629357032e-05,3.0398176022572443e-05
1.8204375010100193e-05,3.0373477784451097e-05
1.8137527149519883e-05,3.053315231227316e-05
1.812346454244107e-05,3.104176721535623e-05
1.8120861568604596e-05,3.090989775955677e-05
1.81145023816498e-05,3.0677325412398204e-05
1.8089356672135182e-05,3.0379125746549107e-05
1.8079816072713584e-05,3.0430994229391217e-05
1.8072656530421227e-05,3.0396200600080192e-05
1.8075257685268298e-05,3.0349528969964013e-05
1.8055468899547122e-05,3.024671423190739e-05
1.8064520190819167e-05,3.018405732291285e-05
1.802012229745742e-05,3.0828545277472585e-05
1.8034310414805077e-05,3.0316712582134642e-05
1.801930193323642e-05,3.0489611162920482e-05
1.8018936316366307e-05,3.0185086870915256e-05
1.7993546862271614e-05,3.0172519473126158e-05
1.7987304090638645e-05,3.0203937058104202e-05
1.7978425603359938e-05,3.0229337426135316e-05
1.7952263078768738e-05,3.0543240427505225e-05
1.795972275431268e-05,3.0115243134787306e-05
1.797397999325767e-05,3.070303500862792e-05
1.7950296751223505e-05,3.0025208616279997e-05
1.7919641322805546e-05,3.0331353627843782e-05
1.7936830772669055e-05,3.0479188353638165e-05
1.7917463992489502e-05,3.0297260309453122e-05
1.7917594959726557e-05,3.0026871172594838e-05
1.7918491721502505e-05,3.009696774824988e-05
1.78814516402781e-05,3.0016977689228952e-05
1.7879923689179122e-05,2.9947212169645354e-05
1.784044798114337e-05,2.9936574719613418e-05
1.7875805497169495e-05,3.005058351845946e-05
1.783466177585069e-05,3.0028013497940265e-05
1.7876334823085926e-05,2.994320311699994e-05
1.785822860256303e-05,3.0239380066632293e-05
1.7814010789152235e-05,2.9944561902084388e-05
1.779357080522459e-05,2.9883518436690792e-05
1.7831056538852863e-05,3.018211828020867e-05
1.7793498045648448e-05,2.9841930881957524e-05
1.781755781848915e-05,2.988158848893363e-05
1.781683931767475e-05,2.9875644031562842e-05
1.779450394678861e-05,2.9996186640346423e-05
1.7755643057171255e-05,3.038716022274457e-05
1.7767848476069048e-05,2.981528996315319e-05
1.7731537809595466e-05,2.9937677027191967e-05
1.776675708242692e-05,3.0378303563338704e-05
1.7783624571166e-05,2.972317633975763e-05
1.7743952412274666e-05,2.9733258998021483e-05
1.769952905306127e-05,2.9749884561169893e-05
1.7709411622490734e-05,2.97472215606831e-05
1.773750045686029e-05,3.0064442398725078e-05
1.7726972146192566e-05,2.9656755941687152e-05
1.771933057170827e-05,2.9615201128763147e-05
1.768648326105904e-05,2.9789551263093017e-05
1.766820605553221e-05,2.974960079882294e-05
1.7676431525615044e-05,3.0236586098908447e-05
1.7697362636681646e-05,2.9693401302210987e-05
1.767888170434162e-05,2.9709799491683953e-05
1.7673088223091327e-05,2.9604872906929813e-05
1.767992762324866e-05,2.9705994165851735e-05
1.765610431903042e-05,2.9984295906615444e-05
1.766407694958616e-05,2.9816952519468032e-05
1.7656742784311064e-05,2.9603903385577723e-05
1.7642352759139612e-05,2.9657736376975663e-05
1.765659726515878e-05,3.0038705517654307e-05
1.7617710909689777e-05,2.9741346224909648e-05
1.7606307665118948e-05,2.9712633477174677e-05
