,0
0,4248036921644.36
1,3615512963222.4346
2,4093880904629.7266
3,5998633428343.533
4,4707931102233.666
5,3742294292530.5366
6,4089840050776.026
7,4594161526934.541
8,3315399463611.8687
9,4413286361238.512
