,0
0,1.0157010555267334
1,1.0129830837249756
2,1.0205636024475098
3,0.9955694675445557
4,1.4137377738952637
5,1.0282196998596191
6,1.027374029159546
7,1.023041009902954
8,1.0200819969177246
9,1.0527024269104004
