,model_configurations,rmse,mape,R,elapsed_time
0,"[10, 5]",0.015844478347310908,912795321055.8662,0.2623744715473993,0.07793126158735572
1,"[20, 10]",0.009634235186033385,706130299780.8246,0.04402604333295449,0.11971726480712641
2,"[50, 20]",0.008084258561886529,467267457897.1581,0.04931298450783594,0.11835838970093583
3,"[100, 50]",0.0019810881217320014,149508124822.50977,0.009900042569280395,0.03577298360112524
4,"[200, 100]",0.0014933490477394935,154476398027.16437,0.007586950780768408,0.05683159739348061
