,0
0,4222202464206.6777
1,4027398935627.5337
2,3946994741748.1084
3,3583320350121.115
4,4210187113147.94
5,3805037397567.016
6,3991534158224.1973
7,3561507923319.162
8,3849604639669.641
9,4040603013819.9224
