,0
0,4661984854815.961
1,4355434837667.0
2,4205132260727.314
3,4401715401803.589
4,3810624619695.4116
5,4710394897783.328
6,4225680667523.7544
7,3757532505862.8394
8,4335718744464.2456
9,4238198107461.3604
