,0
0,0.16361648153718644
1,0.28976912190396426
2,0.1383998813861827
3,0.17925671965501036
4,0.1571635281163328
5,0.12321506074549757
6,0.15177741606270584
7,0.20857776048057663
8,0.209121977710856
9,0.16429119363774197
