,model_configurations,rmse,mape,R,elapsed_time
0,[10],0.12178262188901888,699635173609.9749,0.3662719170755236,0.12253354840453713
1,[20],0.1480845195436612,973817242044.2167,0.48789943440105726,0.10511054972721472
2,[50],0.04525589307144813,483242789853.0625,0.3838642963262682,0.029589424600436752
3,[100],0.011103534725313845,198894799558.0909,0.07840796809934258,0.1800087557797204
4,[200],0.01755507949452325,676884960854.0709,0.004111824345583347,0.03102269471762198
