,0
0,2448247776231.6553
1,2808726312810.6704
2,2773652724361.8706
3,811821707764.2833
4,2308938163175.609
5,3569627686662.9155
6,2225880713966.2476
7,1586743054236.903
8,2080836566641.9832
9,2332779200912.1973
