,0
0,3700266138849.323
1,3464637914936.7485
2,4036577709581.121
3,3229040790253.7783
4,3471124150322.471
5,3824983870589.44
6,3459067879224.704
7,4081437939163.1294
8,5758386150426.052
9,4014532038556.6904
