,0
0,4635176909649.868
1,3066876312401.738
2,3978918919393.6016
3,3701830921141.6587
4,3720021924489.9473
5,3590951528198.8447
6,4031660348491.5303
7,3783507728234.8047
8,3735062494033.9976
9,3711235164510.2324
