,model_configurations,rmse,mape,R,elapsed_time
0,[10],0.14121759219647217,357836176210.4552,-0.4840138341481456,0.8468234539031982
1,[20],0.13059346623213414,620138383310.6733,-0.3048931901061575,0.9062802791595459
2,[50],0.1243828491331349,3066876312401.738,-0.3909620881455408,0.9431231021881104
3,[100],0.13047146809019672,3277112219898.3154,0.4183340876544796,0.9394378662109375
4,[200],0.1079991577845457,2878321887582.127,0.7600896485935124,0.9125044345855713
