,model_configurations,rmse,mape,R,elapsed_time
0,"[10, 5]",0.1273103384000169,716747679894.4819,-0.36198586760262846,0.6923463344573975
1,"[20, 10]",0.1267834081762986,850505773556.065,-0.6195748600439538,0.701439380645752
2,"[50, 20]",0.11568964221721667,1995636748788.279,-0.0644748810610515,0.7075200080871582
3,"[100, 50]",0.12856872047434734,3826029377586.5503,0.5796369110623096,0.7073190212249756
4,"[200, 100]",0.10867740516099364,3270236221140.795,0.7691466724501377,0.7340154647827148
