,0
0,2410239811784.364
1,3805876667567.487
2,2263305977057.354
3,3375630282852.4624
4,2256363687836.8374
5,4034366390672.205
6,3643005500641.42
7,2831199393642.9653
8,3298105018318.6123
9,850505773556.065
