,0
0,0.9918117523193359
1,0.8603112697601318
2,0.8468234539031982
3,0.9563465118408203
4,1.232745885848999
5,1.1413919925689697
6,0.9824213981628418
7,0.9330990314483643
8,0.9556379318237305
9,0.9596390724182129
