,0
0,3731922699439.397
1,3777426192035.087
2,4148908127107.787
3,2399710881143.549
4,1984586292249.5977
5,2968099634801.223
6,2105429714695.0325
7,3085599685457.853
8,620138383310.6733
9,1753002400393.9485
