,model_configurations,rmse,mape,R,elapsed_time
0,[10],0.4813907708546705,3240603156480.689,0.6552099605653265,1.232745885848999
1,[20],0.33555192703998427,4148908127107.787,0.6750719144899876,1.4599034786224365
2,[50],0.2822150889710971,4635176909649.868,0.7388254851782246,1.2425990104675293
3,[100],0.18541811303084882,4537603076596.217,0.7189611948385625,1.1226506233215332
4,[200],0.134067544275776,5048239742377.429,0.7781269626445092,1.0470046997070312
