,0
0,4339395819170.999
1,4537603076596.217
2,4152276255519.8726
3,3277112219898.3154
4,3749532638233.5884
5,3857338117844.8896
6,3954508479313.795
7,3786517806305.3804
8,4339123291711.107
9,4172816887508.94
