,0
0,0.7189611948385625
1,0.4183340876544796
2,0.640893555111095
3,0.6593770479328955
4,0.6955294636061875
5,0.6568172047161716
6,0.6078601806378118
7,0.6053939443523093
8,0.5945805146529511
9,0.6530483306514452
