,0
0,3948226434922.768
1,3850298643531.5015
2,3962121243373.865
3,4370512235245.914
4,3835958215855.4116
5,4114884751460.5205
6,4100938383760.2227
7,3911997469172.0967
8,4168406525702.8604
9,4107123447658.7544
