,0
0,6337868326663.179
1,4548179269882.46
2,4511940074122.044
3,3856243916001.371
4,4330354127348.163
5,4852240121057.516
6,4723824854591.13
7,4307126276396.397
8,6239143003711.376
9,3781423261446.8384
