,model_configurations,rmse,mape,R,elapsed_time
0,"[10, 5]",0.013557012832613445,834061272685.9542,0.08590736738586645,0.016718857766393206
1,"[20, 10]",0.007672189376285942,292813640387.2498,0.05492693504229999,0.035736751311926884
2,"[50, 20]",0.0037196022890215257,227701533592.7228,0.02154261628185579,1.4878214549214663
3,"[100, 50]",0.0014647474487927393,157466795165.46902,0.009124349472861788,0.05120171884901369
4,"[200, 100]",0.0018102658801878145,216183865662.65732,0.008320110497410167,0.0199800304955388
