,0,1,2,3,4,5,6,7,8,9
0,1640205596722.5005,716747679894.4819,3074515674487.308,2616625962009.703,1447337483689.2104,1171051620502.6646,3257779752061.6553,1868519465959.7427,3197864630921.893,1861336771509.89
1,2410239811784.364,3805876667567.487,2263305977057.354,3375630282852.4624,2256363687836.8374,4034366390672.205,3643005500641.42,2831199393642.9653,3298105018318.6123,850505773556.065
2,1995636748788.279,2422595208367.362,3547163812839.606,3678632941818.353,3171836007899.0894,3466105307536.2324,4437064995915.618,4108801578459.1646,3177343231351.1914,3092156507910.764
3,4458135542410.032,4542506115672.075,4219441179973.333,4080654320415.863,3900452289361.8013,4123607266979.023,4195901927524.5405,3826029377586.5503,4465995872706.256,4706256654236.813
4,3270236221140.795,4187384830601.9795,4114420718217.985,3666522656269.0234,4459825949222.114,4119838531384.792,3796649198767.385,5274323776387.991,4053909392109.8735,4019608987798.44
