,0
0,0.6584154806250826
1,0.6860710252656809
2,0.6781542377546996
3,0.6477072751559823
4,0.6484142338777424
5,0.5796369110623096
6,0.6932424533494397
7,0.6966871363973834
8,0.6472225344079467
9,0.6453865297352392
