,model_configurations,rmse,mape,R,elapsed_time
0,"[10, 5]",0.30759651347991374,3257779752061.6553,0.7124608556784454,0.7605247497558594
1,"[20, 10]",0.3143817896552008,4034366390672.205,0.7240926075391381,0.7564024925231934
2,"[50, 20]",0.272612803627989,4437064995915.618,0.7412591825424019,0.7676098346710205
3,"[100, 50]",0.15622720476620588,4706256654236.813,0.6966871363973834,0.7490482330322266
4,"[200, 100]",0.1333732510828932,5274323776387.991,0.7778485950189942,0.7935230731964111
