,0
0,4458135542410.032
1,4542506115672.075
2,4219441179973.333
3,4080654320415.863
4,3900452289361.8013
5,4123607266979.023
6,4195901927524.5405
7,3826029377586.5503
8,4465995872706.256
9,4706256654236.813
