,0
0,3633697419364.489
1,3445852752622.107
2,3990422360763.91
3,3841399762644.9414
4,4253349570310.8794
5,3753370528693.6455
6,4334594261791.909
7,4353432210957.24
8,4817435172664.977
9,3070339989104.96
