,model_configurations,rmse,mape,R,elapsed_time
0,[10],0.11532333548473063,811821707764.2833,-0.5507406221716715,0.9226527214050293
1,[20],0.12002344497530643,1241044324253.2375,-0.7026044560972984,0.9202969074249268
2,[50],0.12321506074549757,3070339989104.96,-0.5952008310308231,0.912487268447876
3,[100],0.1243620475543409,3540240551437.0854,0.47078353041269744,0.9777324199676514
4,[200],0.10816895015762283,3229040790253.7783,0.7643822959476655,0.9338691234588623
