,0
0,2679947471797.637
1,2935230204254.179
2,2752341363437.895
3,2759820932770.898
4,3998165250548.6807
5,2385403189498.385
6,3558924641255.626
7,4797742813084.956
8,1835162677749.235
9,1241044324253.2375
