,model_configurations,rmse,mape,R,elapsed_time
0,[10],0.5527576713550361,3569627686662.9155,0.7552326058289981,1.361647605895996
1,[20],0.6015965865194632,4797742813084.956,0.7241171690450549,1.2974607944488525
2,[50],0.28976912190396426,4817435172664.977,0.7045224080533723,1.0172371864318848
3,[100],0.15396439158833403,4173062816943.519,0.6983127793473538,1.617271900177002
4,[200],0.16840143173610775,5758386150426.052,0.7775154497235778,1.041383981704712
