,0
0,4196580790971.955
1,4393704894964.171
2,4268423694286.6777
3,3659763893423.3706
4,3797281822570.7095
5,3999280321611.513
6,5385375851895.428
7,3772496554933.6606
8,3924399514599.607
9,4121336204813.117
