,model_configurations,rmse,mape,R,elapsed_time
0,"[10, 5]",0.11984922914491024,3109539135888.16,-0.1938909477373983,1.0332551002502441
1,"[20, 10]",0.11185508218421877,3315399463611.8687,0.6038634024434961,0.9762823581695557
2,"[50, 20]",0.11267898850198926,3659763893423.3706,0.5874423133747282,0.9955694675445557
3,"[100, 50]",0.1118505481319079,3551671155138.106,0.730842386000235,0.9961442947387695
4,"[200, 100]",0.10981070075528294,3606952491058.496,0.7487174842552652,1.103900671005249
