,0
0,0.7512296748564283
1,0.7573499858867512
2,0.7625309246911263
3,0.7548898825840187
4,0.7646722188612584
5,0.7487174842552652
6,0.7693974123434838
7,0.7599743470534241
8,0.7748578469911904
9,0.7587618707744443
