,model_configurations,rmse,mape,R,elapsed_time
0,"[10, 5]",0.13858594954950293,4951056245575.927,0.569823716419908,1.0911364078521728
1,"[20, 10]",0.1260403083679714,4281897701516.5205,0.6983883020129719,1.0790854454040528
2,"[50, 20]",0.11972708952851899,4151864354407.021,0.7275425162301283,1.0609974145889283
3,"[100, 50]",0.1145031115087111,3847212126827.974,0.7514249612932221,1.040502119064331
4,"[200, 100]",0.1123485940100846,3870751010996.4033,0.760238164829739,1.1666917085647583
