,0
0,1.1935031414031982
1,1.2866699695587158
2,1.064803123474121
3,1.0558230876922607
4,1.0332551002502441
5,1.060873031616211
6,1.0555720329284668
7,1.0628950595855713
8,1.0390353202819824
9,1.058934211730957
