loss,val_loss
0.05327947437763214,0.005049869883805513
0.001313050976023078,0.0018285404657945037
0.0005538575351238251,0.0007999073714017868
0.0003149406402371824,0.0005403057439252734
0.0002246137009933591,0.00043215640471316874
0.00017548697360325605,0.0003656462940853089
0.0001460999046685174,0.0003188209084328264
0.00012150367547292262,0.00027217587921768427
0.00010378126171417534,0.00022772270312998444
9.042726014740765e-05,0.00018915184773504734
7.90503981988877e-05,0.0001649740879656747
7.257985271280631e-05,0.00015149274258874357
6.794753426220268e-05,0.00014044625277165323
6.421356374630705e-05,0.000133847031975165
6.11006616964005e-05,0.00012673475430347025
5.841991151100956e-05,0.0001223551225848496
5.603647150564939e-05,0.00011781595821958035
5.3815161663806066e-05,0.00011358896153979003
5.170375152374618e-05,0.00011010665184585378
4.9659895012155175e-05,0.00010740209836512804
4.767038990394212e-05,0.000103393365861848
4.573962723952718e-05,0.00010145972191821784
4.3851523514604196e-05,9.799752297112718e-05
4.2012074118247256e-05,9.738212247611955e-05
4.032671495224349e-05,9.633464651415125e-05
3.876870687236078e-05,9.24308187677525e-05
3.735277277883142e-05,9.072203829418868e-05
3.600044874474406e-05,8.784639067016542e-05
3.473734250292182e-05,8.250155951827765e-05
3.3495292882435024e-05,8.058002276811749e-05
3.239146826672368e-05,7.918797200545669e-05
3.1382543966174126e-05,7.584935519844294e-05
3.049405677302275e-05,7.422236376442015e-05
2.9713308322243392e-05,7.164442649809644e-05
2.8992199077038094e-05,7.052889850456268e-05
2.8341215511318296e-05,6.673310417681932e-05
2.7738902645069174e-05,6.625072273891419e-05
2.717194911383558e-05,6.363866123137996e-05
2.666498039616272e-05,6.165140075609088e-05
2.616610254335683e-05,6.079146623960696e-05
2.5735362214618362e-05,5.91576645092573e-05
2.5287645257776603e-05,5.7180925068678334e-05
2.4917660994105972e-05,5.539524863706902e-05
2.4550983653170988e-05,5.7385521358810365e-05
2.4258972189272754e-05,5.2978386520408094e-05
2.3906844944576733e-05,5.2773237257497385e-05
2.3656095436308533e-05,5.0583286792971194e-05
2.3397718905471265e-05,4.9699025112204254e-05
2.3131919078878127e-05,4.866245944867842e-05
2.2903237550053746e-05,4.8321919166482985e-05
2.2698810425936244e-05,4.828276360058226e-05
2.2500413251691498e-05,4.659515980165452e-05
2.2301164790405892e-05,4.6369950723601505e-05
2.21504524233751e-05,4.608810559147969e-05
2.1969843146507628e-05,4.554766564979218e-05
2.184992263210006e-05,4.603549314197153e-05
2.172683525714092e-05,4.3527030356926844e-05
2.1608306269627064e-05,4.423027712618932e-05
2.1457804905367084e-05,4.3812986405100673e-05
2.1377923985710368e-05,4.325946429162286e-05
2.127680454577785e-05,4.3333289795555174e-05
2.1172556444071233e-05,4.27952290920075e-05
2.1101624952279963e-05,4.22867015004158e-05
2.1006328097428195e-05,4.088806963409297e-05
2.0900679373880848e-05,4.1277708078268915e-05
2.0860208678641357e-05,4.0793333027977496e-05
2.0731027689180337e-05,4.077228732057847e-05
2.0664014300564304e-05,4.019546031486243e-05
2.0544553990475833e-05,4.0708797314437106e-05
2.0503772248048335e-05,4.12577464885544e-05
2.0428220523172058e-05,3.948553421651013e-05
2.0352583305793814e-05,4.050419374834746e-05
2.0295337890274823e-05,3.986329829785973e-05
2.026332549576182e-05,3.941593240597285e-05
2.0175120880594477e-05,4.0271119360113516e-05
2.012160803133156e-05,3.9696344174444675e-05
2.005000897042919e-05,3.956595901399851e-05
2.004048292292282e-05,4.026188616990112e-05
1.9966000763815828e-05,3.9463753637392074e-05
1.993160549318418e-05,3.975909930886701e-05
1.987595169339329e-05,3.787697642110288e-05
1.9879566025338136e-05,3.884738907800056e-05
1.9811664969893172e-05,3.8322879845509306e-05
1.977074680326041e-05,3.8316800782922655e-05
1.9720589989447035e-05,3.842883961624466e-05
1.9698627511388622e-05,3.847311745630577e-05
1.96539858734468e-05,3.7270674511091784e-05
1.96654254978057e-05,3.767531961784698e-05
1.958637949428521e-05,3.796585224336013e-05
